,Unnamed: 0,sent1,sent2,similarity,pool_DSBERT,pool_CBERT,cls_DSBERT,cls_CBERT,predicted_MINILM
6470,6470,A woman is putting away the garlic,The woman is dicing garlic,0.65,0.83755875,0.88907695,0.89941496,0.8712396,"(0.95841336, 0.80990267)"
6471,6471,A woman is chopping up garlic,The woman is dicing garlic,0.95,0.8728931,0.9110582,0.9284991,0.92256445,"(0.9233351, 0.7987866)"
6472,6472,A woman is dancing,There is no woman dancing,0.475,0.89322877,0.89216447,0.9252647,0.83664656,"(0.83797157, 0.59869874)"
6473,6473,The man is not dancing,The man is dancing,0.725,0.95925826,0.9603688,0.96811956,0.9645057,"(0.9580891, 0.8517251)"
6474,6474,The man is wildly dancing,A woman is dancing,0.5,0.95419204,0.9279107,0.97003937,0.956464,"(0.7637078, 0.4211995)"
6475,6475,The person is not writing with a pencil,A person is writing,0.6,0.93573016,0.9329656,0.9076844,0.9360727,"(0.83529603, 0.66959035)"
6476,6476,The writing is about a person penciling,A person is writing,0.475,0.9243015,0.91299844,0.94658065,0.9238969,"(0.8148393, 0.72349894)"
6477,6477,The person is writing with a pencil,The person is writing,0.95,0.93509126,0.93431056,0.921391,0.9010995,"(0.83357644, 0.78770846)"
6478,6478,Somebody is boiling okra in a pot,Someone is boiling okra in a pot,0.95,0.98789656,0.98998046,0.9867541,0.9726643,"(0.9992706, 0.9961541)"
6479,6479,Someone is taking the okra out of a pot,Someone is boiling okra in a pot,0.7,0.97244537,0.9665698,0.9874709,0.98474354,"(0.9188727, 0.80452037)"
6480,6480,Nobody is cooking okra in a pan,Someone is cooking okra in a pan,0.675,0.99382657,0.9871724,0.9926107,0.93993926,"(0.9733548, 0.80908406)"
6481,6481,Someone is boiling okra in a pot,Okra is being cooked in a pan,0.7749999999999999,0.9579681,0.9489722,0.97074157,0.9261961,"(0.83500975, 0.72769934)"
6482,6482,Nobody is cooking okra in a pan,Someone is boiling okra in a pot,0.4,0.97582996,0.9692757,0.9832002,0.9672252,"(0.81752825, 0.5928263)"
6483,6483,Someone is taking the okra out of a pot,Someone is cooking okra in a pan,0.7749999999999999,0.96854943,0.9510884,0.9837419,0.91908216,"(0.8488915, 0.69863605)"
6484,6484,Someone is being boiled with okra in a pot,Someone is cooking okra in a pan,0.5,0.9637956,0.9569626,0.9725078,0.91142225,"(0.8638216, 0.77824485)"
6485,6485,Someone is boiling okra in a pot,Someone is cooking okra in a pan,0.75,0.97884494,0.9686355,0.98636496,0.93751264,"(0.84144235, 0.75059664)"
6486,6486,The man is dancing,A man is dancing,0.975,0.9780171,0.9773892,0.9868691,0.9738877,"(0.99691784, 0.98939365)"
6487,6487,A man is speaking,There is no man speaking,0.725,0.9406092,0.93143475,0.9636687,0.89397883,"(0.9001009, 0.66910887)"
6488,6488,A man is talking,A man is dancing,0.425,0.941946,0.91669405,0.95547307,0.9307227,"(0.72658026, 0.39908475)"
6489,6489,There is no man speaking,A man is dancing,0.275,0.88006735,0.8598016,0.9198365,0.8567971,"(0.6614901, 0.23323423)"
6490,6490,A man is dancing,A man is speaking,0.2249999999999999,0.9091493,0.8910605,0.937803,0.92592597,"(0.7108098, 0.34081757)"
6491,6491,A squirrel is spinning around in circles,There is no squirrel spinning around in circles,0.8,0.95310664,0.9475913,0.9661537,0.95108134,"(0.9602153, 0.85596806)"
6492,6492,A squirrel is lying down,A squirrel is running around in circles,0.475,0.91937464,0.8978338,0.9526286,0.9182247,"(0.85733736, 0.61587596)"
6493,6493,A squirrel is crazily spinning around in circles,A squirrel is running around in circles,0.8625,0.9543793,0.93900514,0.97441626,0.9475357,"(0.92604065, 0.7937589)"
6494,6494,Paper is being cut with scissors,There is no paper being cut with scissors,0.675,0.97940856,0.9648633,0.9782125,0.9090869,"(0.9756847, 0.8402523)"
6495,6495,Paper is being cut with scissors,Paper and scissors both cut,0.52125,0.9476161,0.9324626,0.95448184,0.90034187,"(0.9772669, 0.8656548)"
6496,6496,The piece of paper is being cut,Some paper is being cut,0.8999999999999999,0.9590079,0.9442656,0.9765049,0.9284863,"(0.984548, 0.9415577)"
6497,6497,The piece of paper is not being cut,The piece of paper is being cut,0.75,0.9862863,0.9882149,0.9816449,0.9832456,"(0.9876622, 0.8708506)"
6498,6498,Some paper is being cut,Paper is being cut with scissors,0.975,0.94117326,0.8828331,0.96196216,0.79848707,"(0.9494, 0.882501)"
6499,6499,Someone is cutting some paper with scissors,The piece of paper is being cut,0.875,0.8768389,0.8409677,0.8982415,0.75007385,"(0.9283883, 0.8304419)"
6500,6500,The piece of paper is being cut,There is no paper being cut with scissors,0.8,0.9320506,0.9125835,0.9475199,0.9108696,"(0.93400174, 0.744528)"
6501,6501,Paper is being cut with scissors,The piece of paper is being cut,0.8500000000000001,0.92359674,0.874851,0.9483972,0.81057715,"(0.95555395, 0.8860841)"
6502,6502,A man is putting down the flute,A man is playing a flute,0.725,0.88063467,0.8945167,0.9257669,0.8777317,"(0.95690084, 0.8294744)"
6503,6503,The man is skillfully playing the guitar,The man is playing a guitar,0.875,0.943488,0.96531427,0.9673107,0.974921,"(0.98749125, 0.93813914)"
6504,6504,The man is skillfully playing the guitar,A man is playing a flute,0.55,0.9128702,0.92695796,0.93581516,0.9539803,"(0.67746234, 0.5006697)"
6505,6505,A man is playing a flute,The man is not playing the guitar,0.525,0.91806674,0.91860616,0.9236575,0.9292605,"(0.6686307, 0.40928382)"
6506,6506,A man is putting down the flute,The man is playing a guitar,0.375,0.88128006,0.8780574,0.9311609,0.85342276,"(0.65277845, 0.38901168)"
6507,6507,A man is playing the drums,The drums are being played by a man,0.975,0.94781226,0.9464451,0.9574367,0.93789405,"(0.97977877, 0.8951662)"
6508,6508,A man is playing the drums,A man is disassembling the drum,0.59625,0.826612,0.8325836,0.9007346,0.83799356,"(0.90792215, 0.6290938)"
6509,6509,A man is playing the drums,A man is playing the drum,0.95,0.9828873,0.98406535,0.9870473,0.9789437,"(0.95964426, 0.9244474)"
6510,6510,The man is doing floor exercises,A man is lazing,0.3249999999999999,0.8814615,0.85449016,0.91477746,0.81511986,"(0.61466646, 0.36717105)"
6511,6511,The man is doing floor exercises,A man is doing exercises,0.825,0.94560206,0.95512867,0.97009027,0.9612293,"(0.86656225, 0.8180905)"
6512,6512,A monkey is riding a bike,There is no monkey riding a bike,0.5,0.94254416,0.9460215,0.9657638,0.92304164,"(0.94221056, 0.73247516)"
6513,6513,A bike is being ridden over a monkey,A man is riding a bicycle,0.6,0.93109435,0.93047607,0.9538526,0.8980822,"(0.7120746, 0.38176388)"
6514,6514,A monkey is riding a bike,A man is riding a bicycle,0.4,0.9651897,0.94178516,0.9639039,0.9033976,"(0.77819943, 0.49938148)"
6515,6515,Some fish are swimming,The fish are immobile,0.525,0.8777864,0.85156184,0.92511094,0.83990246,"(0.8587477, 0.6309627)"
6516,6516,The fish are immobile,A fish is swimming,0.7,0.8572758,0.8396877,0.91031396,0.84034556,"(0.84898925, 0.547681)"
6517,6517,Some fish are swimming,A fish is swimming,0.825,0.9706246,0.9604894,0.98022765,0.96267474,"(0.9879378, 0.89251363)"
6518,6518,A woman is clumsily putting meat in a pan,A woman is putting meat in a pan,0.875,0.973406,0.98100007,0.9842833,0.98744917,"(0.9851488, 0.9386971)"
6519,6519,The meat is being dropped into a pan,The meat is not being dropped into a pan,0.55,0.98174524,0.9884121,0.98052084,0.9853654,"(0.990703, 0.9187316)"
6520,6520,A woman is putting meat in a pan,Someone is dropping the meat into a pan,0.8999999999999999,0.96060514,0.9628568,0.96519667,0.9659906,"(0.90192837, 0.71024686)"
6521,6521,A woman is putting meat in a pan,The meat is not being dropped into a pan,0.625,0.9058056,0.9306761,0.9260503,0.93191016,"(0.9004799, 0.6339351)"
6522,6522,The meat is being dropped into a pan,There is no woman putting meat in a pan,0.7,0.88916314,0.8990796,0.91385704,0.9199834,"(0.830182, 0.57797813)"
6523,6523,A man is holding a frog,A person is holding a frog,0.925,0.97885835,0.95884293,0.9793074,0.947332,"(0.9742986, 0.89492804)"
6524,6524,The woman is handling a frog,The woman is not handling a frog,0.65,0.9757805,0.9756836,0.97355545,0.9803131,"(0.9635986, 0.84557986)"
6525,6525,A man is holding a frog,A frog is being handled by the woman,0.625,0.9235246,0.8780283,0.953708,0.9075198,"(0.8517029, 0.6175873)"
6526,6526,The woman is not handling a frog,A man is holding a frog,0.65,0.9405222,0.93779534,0.95446897,0.94217277,"(0.8191733, 0.49418634)"
6527,6527,A man is holding a frog,The woman is handling a frog,0.625,0.94199723,0.95321894,0.9637276,0.9661485,"(0.84726757, 0.56548953)"
6528,6528,Four young men are standing still and a car is exploding behind them,Four young men are exploding and a car is standing still behind them,0.475,0.99156857,0.9871112,0.99136424,0.98839545,"(0.99459475, 0.9898293)"
6529,6529,"The boys are standing in front of the car, which is burning",The boys are standing in front of the burning car,1.0,0.9725392,0.9694527,0.96541405,0.93280125,"(0.98611856, 0.973566)"
6530,6530,The boys are standing in front of the burning car,The boys are standing and burning a car,0.675,0.9432552,0.9594988,0.9594449,0.9714049,"(0.97060394, 0.9088175)"
6531,6531,"The boys are standing in front of the car, which is burning",Four young men are standing still and a car is exploding behind them,0.75,0.93614906,0.9263923,0.9312426,0.8868644,"(0.76920116, 0.524667)"
6532,6532,Four young men are standing still and a car is exploding behind them,The boys are not standing in front of the burning car,0.475,0.93897045,0.94129366,0.94329363,0.94966626,"(0.7530045, 0.50621355)"
6533,6533,The boys are standing in front of the burning car,Some young men are standing still and a car is exploding behind them,0.675,0.9364883,0.9394978,0.9391905,0.9509458,"(0.73462754, 0.47377878)"
6534,6534,There is no boy filling a pitcher with water,A boy is filling a pitcher with water,0.625,0.95904446,0.9283817,0.95994675,0.8947894,"(0.9493935, 0.8353565)"
6535,6535,A man and a woman are walking nicely,A man and a woman are walking,0.975,0.9812566,0.9723314,0.9797306,0.94419515,"(0.97492063, 0.9058146)"
6536,6536,A man is strolling in the rain,A man is walking in the rain,1.0,0.95515215,0.9545435,0.9749019,0.9684262,"(0.987831, 0.94262636)"
6537,6537,There is no man walking in the rain,A man is walking in the rain,0.625,0.9637017,0.9593004,0.97204083,0.92850494,"(0.91521937, 0.72298974)"
6538,6538,A man and a woman are walking,There is no man walking in the rain,0.425,0.9030148,0.8961712,0.9408611,0.8497126,"(0.68783915, 0.29157883)"
6539,6539,A man and a woman are walking,It is raining on a walking man,0.375,0.8582915,0.88575745,0.9144707,0.9157779,"(0.733496, 0.42958963)"
6540,6540,Men are running a race,Some racers are running down a track,0.725,0.9268255,0.8934984,0.9458206,0.82537705,"(0.82559085, 0.6577933)"
6541,6541,Runners are racing down a track,Men are running a race,0.725,0.94401085,0.93138456,0.964103,0.96464384,"(0.82036465, 0.607999)"
6542,6542,Some men are running a race,Racers are running down a track,0.7,0.9159527,0.88503814,0.94514215,0.8798805,"(0.8281148, 0.62632704)"
6543,6543,Racers are running down a track,Some men are resting,0.075,0.78843176,0.8429714,0.89328676,0.82076705,"(0.5528516, 0.10928116)"
6544,6544,Men are running a race,Racers are running down a track,0.725,0.92327535,0.900359,0.94576204,0.9352955,"(0.81762004, 0.6296539)"
6545,6545,The men are packing suitcases into the trunk of a car,The men are not packing suitcases into the trunk of a car,0.8500000000000001,0.97853243,0.9858665,0.98322016,0.98792374,"(0.9239661, 0.79819894)"
6546,6546,The men are packing suitcases into the trunk of a car,The men are in the suitcases that are being packed in the trunk of a car,0.725,0.9459845,0.9516408,0.9646423,0.96539265,"(0.9833884, 0.93586063)"
6547,6547,The men are carefully putting suitcases into the trunk of a car,The men are putting suitcases into the trunk of a car,0.8999999999999999,0.9871454,0.9846041,0.98814017,0.9867504,"(0.9962963, 0.9788898)"
6548,6548,The men are not putting suitcases into the trunk of a car ,The men are putting suitcases into the trunk of a car,0.65,0.9851554,0.98488975,0.9877198,0.9830065,"(0.93108416, 0.7747568)"
6549,6549,The men are carefully putting suitcases into the trunk of a car,The men are packing suitcases into the trunk of a car,0.875,0.977502,0.9675827,0.9807701,0.9703821,"(0.98065966, 0.9264243)"
6550,6550,The men are not putting suitcases into the trunk of a car ,The men are packing suitcases into the trunk of a car,0.525,0.96860677,0.9582151,0.9722296,0.9637375,"(0.91787434, 0.7275668)"
6551,6551,The men are putting suitcases into the trunk of a car,The men are placing suitcases in the trunk of a car,0.975,0.98520255,0.98547244,0.99326664,0.9925225,"(0.99428815, 0.9704798)"
6552,6552,The men are putting suitcases into the trunk of a car,The men are not packing suitcases into the trunk of a car,0.75,0.96851456,0.96839744,0.980736,0.9787458,"(0.91913927, 0.78031975)"
6553,6553,The men are in the suitcases that are being packed in the trunk of a car,The men are putting suitcases into the trunk of a car,0.425,0.94968396,0.9488021,0.9729711,0.96431226,"(0.9823753, 0.91149604)"
6554,6554,A woman is putting on eyeshadow,Eyeshadow is being put on by a woman,1.0,0.9505986,0.9270957,0.93736523,0.90407676,"(0.9832433, 0.9253007)"
6555,6555,A woman is putting make-up on,The woman is putting make-up on,0.95,0.99054015,0.99165463,0.99133366,0.98774564,"(0.9977448, 0.99204874)"
6556,6556,A woman is putting make-up on,The woman is removing make-up,0.47875,0.9557154,0.9511452,0.84783715,0.77478975,"(0.9661557, 0.83969957)"
6557,6557,A woman is putting on eyeshadow,The woman is putting make-up on,0.825,0.88809586,0.90640265,0.8263426,0.8418572,"(0.8096519, 0.67820334)"
6558,6558,Eyeshadow is being put on by a woman,A woman is putting make-up on,0.8,0.88717616,0.89874375,0.891808,0.8921906,"(0.80913794, 0.617625)"
6559,6559,A woman is putting on eyeshadow,A woman is putting make-up on,0.875,0.91230655,0.9171521,0.86296916,0.82825744,"(0.809947, 0.680856)"
6560,6560,A toy train is violently striking a toy car,A toy train is striking a toy car,0.875,0.9825981,0.989535,0.9792396,0.9852904,"(0.9855253, 0.943586)"
6561,6561,A toy train is striking a toy car,A toy train is hitting a toy car,0.95,0.9901465,0.99084187,0.9919336,0.9911351,"(0.9834956, 0.96036)"
6562,6562,A toy train is striking a toy car,A toy train is hitting a toy car,0.975,0.9901465,0.99084187,0.9919336,0.9911351,"(0.9834956, 0.96036)"
6563,6563,The person is peeling an onion,A person is peeling an onion,0.975,0.9884062,0.9894462,0.9845625,0.9723271,"(0.99863064, 0.9938381)"
6564,6564,A person is peeling an onion,There is no person peeling an onion,0.75,0.9508774,0.96174055,0.94177276,0.94459236,"(0.96278834, 0.74917734)"
6565,6565,The person is slicing onions,The person is peeling an onion,0.825,0.9108389,0.9176667,0.949566,0.92606544,"(0.8983141, 0.80909234)"
6566,6566,The person is slicing onions,A person is peeling an onion,0.75,0.89107805,0.9081831,0.92532206,0.8739718,"(0.89468527, 0.7980706)"
6567,6567,Several swimmers are dashing into the water,Several swimmers are jumping into the water,0.7749999999999999,0.9767291,0.9705463,0.990119,0.9815924,"(0.95828545, 0.86746866)"
6568,6568,Some racers are swimming in a lake,Several swimmers are jumping into the water,0.6,0.92796874,0.91536915,0.94792414,0.93641174,"(0.74184346, 0.51231134)"
6569,6569,Several swimmers are dashing into the water,Swimmers are racing in a lake,0.625,0.90535384,0.844532,0.9445412,0.85889745,"(0.83279794, 0.6780326)"
6570,6570,Swimmers are racing in a lake,Several jumpers are swimming in the water,0.54125,0.92690843,0.8893007,0.9539702,0.89738554,"(0.74159276, 0.54516375)"
6571,6571,Several swimmers are jumping into the water,Swimmers are racing in a lake,0.625,0.92144203,0.8890031,0.9533777,0.904927,"(0.8373735, 0.6090739)"
6572,6572,A man is putting down the guitar,A man is playing a guitar,0.725,0.9099794,0.94785595,0.9517456,0.95073324,"(0.9483256, 0.76212335)"
6573,6573,A woman is playing a guitar,A guitar is being played by a woman,0.925,0.9530523,0.9566221,0.9596026,0.9515899,"(0.9817802, 0.9304736)"
6574,6574,There is no woman playing a guitar,A man is playing a guitar,0.6,0.95084774,0.92559445,0.9686948,0.92335236,"(0.7605624, 0.4198088)"
6575,6575,A man is putting down the guitar,A woman is playing a guitar,0.425,0.896557,0.9362946,0.9461123,0.9618283,"(0.82658523, 0.46036828)"
6576,6576,A boy is looking at a calendar,A boy is staring at a calendar,0.8,0.98063004,0.98008037,0.98629266,0.9724755,"(0.9941493, 0.96508276)"
6577,6577,A boy is looking at a calendar,There is no boy looking at a calendar,0.65,0.9716812,0.97262746,0.9747816,0.97019184,"(0.93848455, 0.7564099)"
6578,6578,The boy is studying a calendar,A boy is studying a calendar,1.0,0.9835413,0.98619735,0.98746353,0.982179,"(0.99873734, 0.99163777)"
6579,6579,A boy is shredding a calendar,A boy is studying a calendar,0.575,0.9205017,0.92148775,0.9661378,0.96127594,"(0.86354613, 0.5831286)"
6580,6580,A boy is looking at a calendar,A boy is shredding a calendar,0.55,0.9339341,0.9476806,0.9682911,0.9807246,"(0.8784615, 0.6264088)"
6581,6581,A boy is studying a calendar,A boy is staring at a calendar,0.95,0.89448464,0.9401968,0.9295554,0.9349215,"(0.9589322, 0.833146)"
6582,6582,A boy is looking at a calendar,A boy is studying a calendar,0.875,0.92163396,0.95532495,0.9532306,0.9712622,"(0.96332, 0.86522496)"
6583,6583,A person is stupidly throwing a cat at the ceiling,A person is throwing a cat at the ceiling,0.875,0.983405,0.98528814,0.98867226,0.9916372,"(0.9661909, 0.9145806)"
6584,6584,A person is throwing a cat at the ceiling,A cat is thrown at the ceiling by a person,0.975,0.94857186,0.9531428,0.9388261,0.9419557,"(0.9758761, 0.92072475)"
6585,6585,A person is throwing a cat at the ceiling,A person is taking a cat down from the ceiling,0.425,0.97391546,0.9722845,0.98758143,0.9897272,"(0.92640114, 0.73725605)"
6586,6586,A person is stupidly throwing a cat at the ceiling,A person is throwing a cat at the ceiling,0.8500000000000001,0.983405,0.98528814,0.98867226,0.9916372,"(0.9661909, 0.9145806)"
6587,6587,There is no person throwing a cat at the ceiling,A person is throwing a cat at the ceiling,0.6,0.97251266,0.97487295,0.9781173,0.96487254,"(0.9365187, 0.73872316)"
6588,6588,The woman is taking up and holding a baby kangaroo,The woman is picking up and holding a baby kangaroo,0.8500000000000001,0.9878992,0.9866868,0.99149406,0.98616844,"(0.9651425, 0.93067133)"
6589,6589,The woman is picking up and holding a baby kangaroo,"A woman is picking up and holding a kangaroo, which is a baby, in her arms",0.925,0.97730124,0.9735728,0.96952176,0.92498654,"(0.9868425, 0.9412515)"
6590,6590,The woman is picking up and holding a baby kangaroo,A woman is picking up and holding a baby kangaroo in her arms,0.8999999999999999,0.97986174,0.9811982,0.9741091,0.9599356,"(0.9880068, 0.95391417)"
6591,6591,A woman is dancing and a man is playing the keyboard,The woman is dancing and a man is playing the keyboard,0.975,0.9932078,0.9954334,0.9903161,0.98893726,"(0.9981566, 0.9871513)"
6592,6592,A woman is playing the keyboard and a man is dancing,A woman is dancing and a man is playing the keyboard,0.65,0.9886703,0.98659897,0.9667543,0.9705318,"(0.99808955, 0.9946786)"
6593,6593,A woman is gracefully dancing on a stage,A woman is dancing on a stage,0.875,0.9756143,0.9808088,0.9850122,0.9922713,"(0.95426357, 0.87468636)"
6594,6594,A woman is walking off a stage,A woman is dancing on a stage,0.65,0.92081946,0.959907,0.91632605,0.9673009,"(0.885345, 0.7031279)"
6595,6595,A woman is gracefully dancing on a stage,A woman is dancing and a man is playing the keyboard,0.675,0.9246129,0.90952635,0.9403044,0.92924595,"(0.6830129, 0.3124885)"
6596,6596,A woman is dancing and a man is playing the keyboard,A woman is walking off a stage,0.2249999999999999,0.90653825,0.91538435,0.9407202,0.9418522,"(0.61615366, 0.23201863)"
6597,6597,A woman is staging a dance,A woman is dancing and a man is playing the keyboard,0.525,0.8588892,0.8424709,0.87240875,0.8314473,"(0.7254608, 0.37594298)"
6598,6598,A woman is playing the keyboard and a man is dancing,A woman is dancing on a stage,0.5,0.91961956,0.89877945,0.94286275,0.9266052,"(0.7254951, 0.39327163)"
6599,6599,A woman is dancing and a man is playing the keyboard,A woman is dancing on a stage,0.6,0.92034435,0.9034226,0.9305015,0.92405367,"(0.72450584, 0.39579195)"
6600,6600,A woman is scrubbing a zucchini with a brush for vegetables,A person is scrubbing a zucchini,0.8999999999999999,0.9639622,0.95506936,0.96628416,0.89003074,"(0.9235499, 0.8587677)"
6601,6601,A person is scrubbing a zucchini,A woman is eating zucchini and vegetables and scrubbing with a brush,0.725,0.9587796,0.92759585,0.96455896,0.809369,"(0.899575, 0.7482079)"
6602,6602,A person is packing a zucchini,A woman is scrubbing a zucchini with a vegetable brush,0.425,0.94670975,0.93934834,0.9544108,0.8203838,"(0.8036411, 0.49552795)"
6603,6603,A woman is scrubbing a zucchini with a vegetable brush,A person is scrubbing a zucchini,0.925,0.9710492,0.9544927,0.9710926,0.84105706,"(0.9282601, 0.86912525)"
6604,6604,A man in a cap is playing a harp,A man in a hat is playing a harp,1.0,0.9908243,0.9906739,0.99469364,0.9960118,"(0.9582171, 0.9030982)"
6605,6605,A harp is being played with a hat by a man,A man in a hat is playing a harp,0.7,0.9408386,0.9457104,0.9503581,0.926239,"(0.9839443, 0.95353913)"
6606,6606,A man is playing a guitar,A man is playing an instrument,0.825,0.94591665,0.9632603,0.9598067,0.97110957,"(0.8828948, 0.78829247)"
6607,6607,A man is throwing away a guitar,A man is playing a guitar,0.5,0.93928015,0.9582833,0.96180207,0.9719831,"(0.90480876, 0.6038516)"
6608,6608,A man is throwing away a guitar,A man in a hat is playing a harp,0.3249999999999999,0.9442121,0.94950306,0.9620439,0.96517986,"(0.67360026, 0.37456644)"
6609,6609,There is no man in a hat playing a harp,A man is playing a guitar,0.475,0.93857634,0.9205359,0.95592153,0.8910731,"(0.69134223, 0.3495915)"
6610,6610,A woman is peppering green slices,A woman is slicing a green pepper,0.5,0.94409645,0.9230362,0.9513912,0.9065844,"(0.93113637, 0.8501519)"
6611,6611,The woman with a knife is slicing a pepper,There is no woman slicing a green pepper,0.55,0.94489056,0.9269128,0.9475279,0.8952891,"(0.8537467, 0.612463)"
6612,6612,A woman is peppering green slices,The woman with a knife is slicing a pepper,0.5,0.9229157,0.9082438,0.94284576,0.90600127,"(0.82213855, 0.6846053)"
6613,6613,A concentrated woman is playing flute,A woman is playing flute,0.825,0.9850128,0.98459995,0.990748,0.9913362,"(0.9786128, 0.9398746)"
6614,6614,The woman is playing a flute,A woman is playing a flute,1.0,0.9853234,0.98554,0.9846455,0.9748663,"(0.9967104, 0.98724794)"
6615,6615,The woman is putting away a flute,A woman is playing a flute,0.625,0.887341,0.8987652,0.9139682,0.84661114,"(0.9503788, 0.78557456)"
6616,6616,A woman is playing flute,The woman is playing a flute,0.975,0.9775425,0.96989655,0.97756815,0.97067076,"(0.9964721, 0.9882016)"
6617,6617,The woman is putting away a flute,A woman is playing flute,0.675,0.8819798,0.89038867,0.9159039,0.86412525,"(0.94819367, 0.7850677)"
6618,6618,A woman is playing a flute,A woman is playing flute,0.975,0.98256344,0.98518455,0.9882969,0.98714656,"(0.99853134, 0.9969803)"
6619,6619,The man is riding a horse by a creek,The man is riding a horse by a stream,0.8500000000000001,0.99755895,0.9924843,0.9974457,0.99206454,"(0.8381527, 0.7740916)"
6620,6620,A horse is being ridden in a creek by a man,The man is riding a horse by a creek,0.8999999999999999,0.9625014,0.96672845,0.966946,0.96831274,"(0.97392094, 0.8998987)"
6621,6621,The man is not riding a horse by a creek,A man is riding a horse,0.7,0.9271246,0.9569601,0.9303036,0.95354915,"(0.8225967, 0.604947)"
6622,6622,A horse is being ridden in a creek by a man,A man is riding a horse,0.925,0.9246399,0.9493029,0.95552325,0.9626626,"(0.8633561, 0.7144534)"
6623,6623,The man is riding a horse by a creek,A horse is being ridden by a man,0.825,0.95693356,0.960751,0.9602057,0.9650805,"(0.82088614, 0.69507354)"
6624,6624,A cat is playing a piano,A cat is sitting on a piano,0.65,0.9315212,0.9446389,0.9636345,0.96250725,"(0.97557247, 0.9047612)"
6625,6625,A cat is playing a piano,A cat song is being played on a piano,0.575,0.95641506,0.93845576,0.96961445,0.9473486,"(0.96358633, 0.86787283)"
6626,6626,The cat is playing keyboards,A cat is playing keyboards,1.0,0.98402095,0.9846298,0.9907397,0.9789165,"(0.99741197, 0.993284)"
6627,6627,A cat is playing keyboards,There is no cat playing keyboards,0.725,0.91288376,0.93321645,0.9418536,0.9460979,"(0.96444887, 0.8235279)"
6628,6628,A cat is playing keyboards,A cat song is being played on a piano,0.475,0.92218393,0.8918784,0.9510428,0.90600586,"(0.86788046, 0.7138418)"
6629,6629,A cat is playing a piano,A cat is playing keyboards,0.8500000000000001,0.95225644,0.9531375,0.9673296,0.95656407,"(0.88497144, 0.82219714)"
6630,6630,The man is walking along a path through the wilderness,The man is walking along a track through the wilderness,0.925,0.9936032,0.99518216,0.99672705,0.9956384,"(0.9236394, 0.919269)"
6631,6631,The man is walking along a path through the wilderness,The man is not walking along a path through the wilderness,0.7,0.98306984,0.9860897,0.98215604,0.9891506,"(0.96775275, 0.8319396)"
6632,6632,A man is walking down a road,The man is not walking along a path through the wilderness,0.675,0.9113061,0.9269792,0.9268048,0.90144473,"(0.7350704, 0.50348413)"
6633,6633,A man is walking down a road,The man is walking along a path through the wilderness,0.575,0.9291215,0.94092643,0.94698006,0.92437404,"(0.73663217, 0.56538653)"
6634,6634,A man is going into the water,A man is coming out of the water,0.525,0.97566015,0.9716229,0.9904876,0.9854076,"(0.9631976, 0.8216841)"
6635,6635,The man is dipping into a swamp,A man is rising from a swamp,0.7,0.934935,0.93724805,0.9568212,0.9340029,"(0.9234601, 0.80478704)"
6636,6636,A man is escaping a rising swamp,A man is rising from a swamp,0.6,0.95324564,0.96394306,0.958084,0.96230507,"(0.9748478, 0.8395379)"
6637,6637,The man is rising from a swamp,A man is coming out of the water,0.725,0.90333766,0.8601883,0.93078107,0.9120996,"(0.65256363, 0.5144981)"
6638,6638,The man is dipping into a swamp,A man is coming out of the water,0.55,0.91216487,0.8621108,0.9503478,0.91020435,"(0.6872271, 0.4777088)"
6639,6639,A man is escaping a rising swamp,A man is coming out of the water,0.55,0.87039316,0.8428076,0.91457963,0.91271865,"(0.6710241, 0.5395472)"
6640,6640,A man is rising from a swamp,A person is coming out of the water,0.65,0.85772735,0.8502108,0.8835119,0.8693772,"(0.6220801, 0.4285748)"
6641,6641,A man is going into the water,A man is rising from a swamp,0.475,0.89868456,0.8755687,0.9402638,0.91181093,"(0.6322223, 0.43805245)"
6642,6642,A man is dangerously dancing on the ceiling of a room,A man is dancing upside-down on the ceiling,0.75,0.9638662,0.96410394,0.97979975,0.97912645,"(0.86896425, 0.72354347)"
6643,6643,A man is dancing upside-down on the ceiling,A man is idling on the floor,0.35,0.90270793,0.89029074,0.9232893,0.9364037,"(0.7011044, 0.37050575)"
6644,6644,A man is dancing upside-down on the ceiling,A man is dancing on the ceiling of a room,0.825,0.96384495,0.9650513,0.98031545,0.9779561,"(0.9272079, 0.80776995)"
6645,6645,A man is dancing,A male is dancing,0.8999999999999999,0.97811294,0.9812626,0.98706746,0.9796193,"(0.9726936, 0.9251301)"
6646,6646,There is no man dancing,A man is dancing,0.8500000000000001,0.91694784,0.90633947,0.9417267,0.8925208,"(0.86803496, 0.6595356)"
6647,6647,A man is singing passionately,A man is singing,0.95,0.92008847,0.93159235,0.9380036,0.95918787,"(0.9651791, 0.8720747)"
6648,6648,There is no man dancing,A man is singing,0.475,0.9078953,0.90768194,0.93481696,0.90477633,"(0.61350477, 0.29970038)"
6649,6649,A man is dancing,A man is singing,0.55,0.9736203,0.9556446,0.9834588,0.9682201,"(0.70103985, 0.43628085)"
6650,6650,The girl is lounging,A girl is exercising,0.50375,0.87181735,0.8542775,0.93492496,0.9015584,"(0.8011944, 0.5877634)"
6651,6651,A girl is exercising,A man is doing exercise,0.5,0.90629977,0.90057373,0.947467,0.9213277,"(0.774215, 0.4225134)"
